NARRATIVE,injury_level
ee climbing wall screen structure hard hat shifted climbing hit head counter weight guard screen put serious cut head,Major
starting bolt using impact wrench bolt hand bolt spun cutting glove left index finger,Major
pulling wrench slipped bolt caused hand get pinched frame haul truck wrench,Major
trying move soil standing muddy ground resulting back strain,Major
employee welding chipping slag dredge pipe morning pm noticed felt something eye remember recall feeling something enter eye wearing safety glass welding shield hard hat,Minor
employee fell shower room finished taking shower,Major
ee stated ankle hurting might caused mounting dismounting machine,Major
ee driving haul truck hit bump causing head whip back hurt neck,Major
employee walking behind performing maintenance water well location crouched fell backwards losing balance fell onto njured employee right knee injury became lost time beginning employee physician determined employee required time away work recuperate,Major
truck driver driving loaded 160 ton rimpull truck ramp stalled spun muddy spot ramp truck rolled backwards jackknifed causing tractor roll side driver start missing work,Major
employee driving haul road discovered rock roadway tried manually pick rock felt sharp pain bicep,Major
ee welding grinding top dl tub high wind came causing fire blanket used welding shield whip violently thread fire blanket got ee eye washed site nature material elected take clinic sure removed everything okay,Minor
employee egressing work station coal plant control tower stairway perform hopper cleaning duty coming stairway twisted knee heard pop left knee stepped last step left knee termed strain medical facility returned back work without restriction,Major
employee lifting grease drum drill deck two employee drill assiting drum let deck employee moved hand beneath drum drum pinched employee left hand injuring index finger,Major
employee dumping trash using self dumping steel forklift hopper released lock lever hopper bounced back smash finger,Major
employee electrician troubleshooting electrical fault sample system process opening circuit breaker arced flashed causing burn cheek ear,Major
security identified open flame spontaneous combustion coal stockpile pm activity weekend determine flame would addressed within 30 minute notified msha operator called extinguish fire,Minor
employee guiding pipe pulled atv using digging bar bar began slip stepped pipe bar dislodged pipe hit right,Major
attempted relieve pressure turning ignition key cycling implement pilot control continued loosen clamp ruptured spraying hydraulic oil across face descending ladder missed bottom step landed harshly right foot,Major
checking oil level 3 jameson pump standing pipe employee slipped tried catch reaching felt pain left arm taken er diagnosed dislocated shoulder,Major
ee checking pump noticed pumping ee shut pump getting ready prime hose came pump spraying ee hot water face neck arm ee transported er taken work going,Major
snowing badly employee stepping pickup causing slippery condition employee slipped fell side hurting shoulder rib got back truck drove mine office checked first responder taken er diagnosed fractured rib released work,Minor
employee working shovel house lifted two step ladder felt pain back employee taken er checked taken work,Major
ee removing form pin hit wedge pin hammer pin hit form causing pin ricocheted hit mouth right middle tooth fractured,Minor
ee moving wooden cabinet across belt drive shop door came loose top fell mashed left hand,Major
guide came loose shaft causing skip come guide damaging two section shaft mine evacuated time,Minor
operator tramming bolter fell pulling bolter towards allegedly pinched right knee bolter rib,Major
ee dislodging sledge used spacer would release pressure hammer ejected striking ee face damaging teeth ee rtw underwent tooth extraction,Minor
ee report slipped mud base stair near old floatation control room tweeked back ee casually relayed possible back injury med provider upon learning investigation conducted comp accepted,Major
ee twisted back installing top deck screen 8x20 incline screen,Major
cutting metal strap chopsaw strap slipped sawblade cut r,Major
cutting plastic liner utility knife knife slipped cut right knee,Major
employee ascending stairwell electric shop apparently missed grabbing onto handrail,Major
approx employee driving haul truck shop lube service feeling well went supervisor requested 1st responder check vitals requested transported er local hospital supervisor notified going removed life support time company notified msha,Minor
haul truck operator stepping cab smoke break slipped rock deck felt pop knee felt pain waited hour later reported supervisor taken er taken work see orthopedic specialist currently ongoing,Major
employee state seat would bounce loaded finally bottomed causing pain neck taken er released next shift day went pcp taken work prescribed therapy currently ongoing,Major
0745 4 shaft intermittent problem motor generator 0945 problem solved 4 shaft back,Minor
employee knealing spare piece rubber belt set cut 4 x 5 piece using utility razor knife knife cleared rubber stabbed right leg knee cap causing lacertation took emp company doctor recieved 4 stitch placed restricted duty,Major
employee standing ladder using hammer remove rust old beam could lay hole pattern old beam hammering object fell hit employee left arm,Major
emp lifted tool box truck felt pain right elbow emp thought fine reported pain elbow still went company doctor placed restriction,Major
employee slipped fell caught left side causing strain left shoulder emp placed restrictive duty given pain medication went company doctor er,Major
employee installing head shaft bucket elevator lifting bucket chain sprocket emp reached pick second link end bucket chain top link folded back towards emp left hand left index finger right first knuckle pinched hinge point first second link taken er stitch placed restriction,Major
performing service haul truck bed raised position clump frozen mud fell struck ee top head standing right front rear tire ing treated severe muscle strain neck unknown expected return,Major
ee swinging 16 pound doublejack finger pinched handle doublejack object striking,Major
employee walking back garage door decline slope step edge 2 hole rolled ankle resulting sprain day missed restricted work,Major
ee assisting etm welder int construction chute crusher positiong section steel plate another ee ee felt pain loer back felt would pas holiday filed workman comp claim concentra medical treatment,Minor
ee dispatched maintenance service truck work wheel leak end dump unit getting service truck foot slipped step service ruck grabbed steering wheel service truck keep falling lower back muscle strained process never fell ground history back proble,Minor
fracture little finger 3rd phalange process changing hoist rope electric shovel chain used secure bail broke striking ee side left hand fracturing little finger,Major
ee changing idler concentrator division using pry bar lift idler remove washer idler pry bar slipped idler struck finger resulting injury,Minor
employee assisting another employee pulling wire one level next employee pulling wire wrapped around piece conduit floor lifting striking employee glass hardhat eyebrow causing cut required four stitch close,Minor
alleged injury report may amended upon investigation injured removing pin tooth trackhoe bucket hitting pin sledge hammer small piece broke hit left inner thigh causing small report ask taken doctor,Major
employee looking piece grease gun fallen pile scrap metal lifted piece metal caught glove caused drop metal hand cut right 3rd 4th finger requiring suture,Major
concrete block fell crushing right hand ladder rung index finger fractured,Major
ee became fatigued using right hand cut strip lagging pulley switched left hand shortly slipped poked left thigh knee sustained cut managed first aid shift went dr tetanus shot convinced need stitch prevent infection reportable injury,Minor
roof bolter operator inserting bolt bolt hole bolt pushed hole spun high rpm mix resin spinning req time b olt thrust upward hole went spark caused fist sized ball flame observed immediately extinguished 5 entry,Minor
employee fell approx 5 canopy bolter struck head hose track fall resulted laceration right ear neck pain,Major
employee fell sharp piece coal received deep cut requiring stitch,Minor
crew exiting quickly work area employee fell old injury right ankle,Major
employee breaking loose high pressure hose pipe wrench hammer fitting hose broke loose fitting struck employee hand resulting laceration employee received four suture mesa clinic,Minor
employee hitting bolt hammer bolt came loose striking mouth think needed seek medical attention referred periodontics periodontist removed front loose tooth required partial denture implant,Minor
employee sustained muscle pain neck flat bed truck riding backed rib employee passenger vehicle transported reliance diagnosed whiplash referred chiropractor released full duty,Minor
employee working longwall recovery face knee started hurting feel need checked employee advised wrap ice employee taken reliance placed light duty diagnosis left knee sprained,Major
getting cab trd0775 cat d11t dozer operator slipped left track causing abrasion left abdomen tailbone employee released restricted duty diagnosis left side back pain strained,Major
ie washing crusher roller area attempted reposition moving bumped open inspection door causing lose balance fall bearing block,Major
employee taking sling bluestone block operator bulldozer started back dozer causing sling pinch 3 finger sling block,Major
employee walked behind operating backhoe make contact operator backhoe operator made move bucket machine lurched outrigger pad came employee right foot breaking bone large toe,Minor
ee made repair d9t dozer climbing dozer stepped backwards tripped frozen rut landed hand spraining wrist,Major
employee picked box booster felt pull back hurt became tight,Minor
putting guard stacker year guard slipped top pulley fell left hand finger,Minor
slipped loose stone getting truck fell,Minor
employee changing cutting edge 952 kawasaki loader air wrench socket employee checked bottom bolt hand see spinning bolt spinning sharp edge cut glove lacerated right index finger requiring seven stitch,Minor
employee slipped snow covered ice severe bruise hip trunk area,Major
ee top 1 mill pulling door strap attached door lifted crane bolt door caughton mill crane continued lifting st rap stetched snapped clevis released pressure striking ee left hand,Major
employee working slag dryer dc fan shroud concurved base inside threw piece steel ring cut fan plenum threw object employee slipped incline fan housing fell housing hitting right side shoulder rib arm small laceration right eye,Minor
employee repair idler head pulley belt moved causing employee hand become lodged stitch left little fingertip possible fracture,Minor
employee walking clean conveyor walkway heard pop knee day away work working full duty meniscus tear discovered mri,Minor
applying belt dressing ee state placed hand belt started belt started pulled finger caught belt drive sheave received rx fractured tip finger,Minor
employee state stepped finish plant control room platform hole created flooding process felt pain left achilles area originally fist aid treatment provided seen orthopedic doctor left ankle immobilized rigid splint,Minor
ee standing top step wheeled work platform working lhd leaned onto lhd tire removed enough weight release wheel causing platform move awa slightly caused ee lose balance fall 2 floor landing left hand possible fracture casted released restricted duty lifting 10 lb,Major
contract truck driver waiting loaded bulk shak respond loader ee call cb get loaded surface supervisor summoned investigate upon investigation guy found truck driver unconcious inside cab truck driver pulse rescue attempt unsuccessful trucker died suspected heart attack,Minor
motor starter feed hydraulic brake pump motor failed closed pump built pressure valve activated dropped drum brake stopping hoist men lowered landing evacuated secondary shaft motor starter motor pump valve changed operational msha notified,Minor
injured walking 3100 wash bay stepped small stone twisted foot,Major
assisting mechanic installation tire finger gor pinched tire fender resulting removal finger nail 6 stitch right index finger,Minor
injured using hand grinder grind metal water tank evening hom eye began irrirtated went removed piece metal fragment f rom eye injured unsure metal piece got eye said wearing prescription safety glass face shield grinding,Minor
alleges occupational hearing loss,Minor
alleges occupational lung disease,Minor
alleges occupational hearing loss work since knee injury,Minor
employee using hand held grinder flipped cutting back hand,Minor
pulled muscle arm scraping excess material bulk bag bagging process pain right shoulder arm,Major
transfering handling 100lb bag one pallet another pulled muscle lower back,Major
employee reported sustained back injury bagging product,Major
employee using pry bar pry bar slipped causing feel pain right shoulder,Major
employee turning garden path stone put pallet fork lift behind made loud noise startling employee turned stone fell arm seek medical attention time june 13 2006 employee carrying stone throw pallet felt arm pop causing fall ground,Major
welding discharge chute weld slag caught left pant leg fire causing burn left calf,Major
operating shovel windshield came loose landed ee nose nose cut broken,Minor
digging 10 ft face wall front end loader operator dug removed material berm fell operator traveled around top wall backed ver,Major
cutting zip tie bundle wire knife slipped cutting right thumb resulted 5 stitch,Minor
standing pile dirt maintenance water line employee reached cut zip tie hose holding hose left hand cutting razor knife right hand accidently cut left index finger required 4 stitch,Minor
operator another ee lunch made another site assesment work needed done approximately employee aboard moving dirt excavator machine sitting still radio call problem response inspection machine ee called 911,Minor
maintenance employee testing wire saw repaired watching saw move vertically bolt broke held saw frame allowing saw fall wheel guard struck employee hard hat shoulder employee fell floor employee taken medical attention contusion head shoulder diagnosed,Minor
loading product back intot van truck felt pain back,Major
piece wear metal flew sledge hammer entered employee abdomen,Minor
employee removing refractory castable material 8 kiln air jack hammer right hand positioned anchor hold refractory jack hammer handle engaged jack hammer hand got caught anchor jack hammer handle,Major
ee lower end shipping driving ground rod electrical ground almost complete task missed rod sledge hammer strained lef lumbar area,Minor
employee working cat 988 loader putting engine guard leaning equipment felt pop felt pain left side lower rib cage,Major
employee positioned foot two worker began remove shroud dragline bucket using hammer upon impact shard metal shourd contacted employee cutting jean left knee felt burning sensation noticed knee cut employee received five stitch left knee,Major
ee checking pump starter insure proper voltage contractor tied wrong side transformer voltage approx 2400 volt causing electrical burn,Major
employee cutting tree got lodged attempt get tree broke loose striking employee right shoulder causing fracture,Major
removing hydraulic pump underneath truck pump disconnected truck heavy hold fell floor mashing finger last inch ring finger,Major
reaching belt conveyor housing unplug feed chute,Major
ee getting truck ice step truck stepped step foot slipped ee fell left knee left knee bruised,Major
ee received burn upper extremity due mechanical failure occurred processing equipment,Major
employee said excavator shut seatbelt jerked back seat,Major
employee biten spider placed hand conveyor railing walkaround inspection,Major
employee replacing drive belt conveyor caught left ring finger belt sheave,Major
employee tightening main shaft nut tightening device bounced knocker wrench right hand ring little finger pinched main shaft nut requiring stitch break tip little finger,Major
ee welding bucket sitting position reached behind picked piece steel felt pop back,Major
ee taking bolt scalping screen ee pulling slack hose torch flipped burning right hand,Minor
ee pulling water hose wash concrete pad stated felt wrist pop noticed pain,Major
ee assisting removing pin caterpillar 944 bucket pin came unexpectedly crushed left hand index finger pin bucket,Minor
ee exiting machine underneath hit head step knocking hard hat lacerating head injury required suturing local hospital,Minor
employee manually clearing rock cavity 7 cone crusher suffered muscle strain lower back,Major
employee changing 1 screen cloth top deck sizing screen placed screen top motor hanging side rail screen bolt began climb top motor access top deck screen cloth came bolt landing right foot behind steel toe bruised lacerated right foot received 2 stitch,Major
employee complaining chest pain signed 4 pm asked office clerk call em extent illness unknown,Minor
employee seizure office,Minor
ee checking bearing 6 dryer brushed sand bearing right hand motion contacted drive belt pulley middle finger right hand caught pulley breaking bone cutting tip finger,Minor
grinding steel ee got piece eye emp swearing safety glass,Major
ee tripped edge cardboard thefloor ee attempted catch fell struck another piece equipment set scale,Major
ee using pole get rock move pole twisted caught lt hand pole guard rail causing fracture lt thumb,Major
two trespasser involved atv accident approximately 400 yds gate entering mine one people fatally injured person seriously injured victim employed mine associated mine,Minor
employee using air impact wrench tighten nut hydraulic cylinder vibration caused cylinder move fell pinched tip thumb,Minor
fatal heart attack history heart problem taking nitro tablet,Minor
employee twisted ankle uneven floor surface dragline employee missed one day work due injury,Major
injured employee tripped low spot caused build catwalk sprained ankle,Major
miner punching hole skirtboard rubber shard metal came punch embedding left hand accident reportable miner recieved prescription antibiotic prevent infection,Minor
maintanence crew replacing electric motor motor lined two bolt motor suspended approximately 2 inch base ee proceeded reach motor base line support bolt hand motor motor fell crushing three finger rx drug stiches,Major
ee stacking flagstone another ee unplugging hopper loader fork 6 piece flagstone flew hit inj ee right center back,Major
climbing loader cab rose soon door way hitting head doorway,Minor
ee taking burning piece wood heating barrel start new fire another heating barrel glove melted rubber glove burned,Minor
lifting saw head jib crane beam broke hit ee head,Major
operator splitting block stone splitter kicked trying hold stone stone fell right hand,Major
ee picking trash can moving one pallet safe moving twisted left hand wrist swollen red given ice pack swelling,Minor
employee grinding crusher chute lifted shield removed glass wiped face rag afterwards noticed something eye thought got woke eye red irritated went eye doctor removed piece rusty metal eye given prescription eye drop,Minor
employee using 45 pound jackhammer jackhammer became stuck cement jackhammer freed employee reported right wrist little sore end shift grew increasingly worse overnight employee reported injury beginning shift following day,Major
ee fusing plastic together trying align 8 pipe fusing machine bent tried lifting fusing machine pulled back,Major
ee putting steel guard conveyor one side attached guard fell grazed face causing laceration chin lower lip,Minor
employee trimming piece skirt rubber knife slipped cutting left hand thw wound required 4 stitch close,Minor
channel slipped hook,Major
moving conveyor truss around wind blew foreign object right eye,Major
wind blew foreign body eye,Minor
employee welding inside primary crusher got piece welding slag eye employee seek medical treatment work 19,Major
ee climbing ladder haul truck slipped started fall grabbed hand rail hit rib step grabbing handrail falling sprained vertabrate back,Minor
ee assisting 2nd ee lowering lever close safety gate lever slipped grasp 2nd ee causing full weight force injured ee floor impacting twisting right knee ee refused medical attention toi later went hospital notified verbally mri performed surgeon recommended surgery making injury reportable,Major
dust system repainman using air lance pipe 8th floor dust collector north lime loadout open plugged discharge hopper approx sudden blast quiklime flew u p face lime went safety glass causing eye receive chemical burn went lab first aid station immediately medical treatment morning,Major
ee walking away shop time pickup coming side shop behind ee driver avoiding another ee rounded se corner shop suddenly saw ee began stopping ee struck rt side fell em called treatment revealed contusion restricted duty,Major
moving brick kiln bending back went old injury,Major
employee refueling water pump diesel fuel oil splashed back eye,Minor
roof fall entry 3 south station approximately 30 ft long 17 ft wide 8 ft high,Minor
moving miner crosscut stepped backwards hole twisted right knee employee outpatient surgery repair damaged knee,Major
approx roof fall anchorage found old 4 room extending 2 room 4 rt 4 north section fall measured approx 150 long 18 wide 7 high fall started old room,Minor
roof fall anchorage discovered north g entry intake survey spad injury property damage fall rebolted cleaned area mined 2005 part exam supported 6ft fully grouted bolt appears caused normal weathering,Minor
injured employee carrying 8 pipe coworker coworker stopped backed causing pipe strike face causing contusion,Major
injured driving mantrip job location front wheel hit rock causing steering wheel turn catching right hand twisting breaking hand,Major
ee cutting clay vein shearer hand top panline rail piece rock fell sheilds striking hand cause injury awareness improper hand placement compliance factor protective equip worn miner proficiency factor mining factor,Major
supervisor pounding bit insert miner head piece metal flew impeded leg cause injury safety awareness compliance factor protective equipment factor miner knowledge could factor mining could factor,Major
employee dropped bottom roller leg lost grip cause injury safety awareness compliance factor protective equip factor miner proficiency factor mining factor,Major
reaching get roof bolt machine moving machine next row installation victim foot tire machine ran cause injury unsafe act safety awareness compliance training rule factor protective equip factor miner proficiency factor mining factor,Major
employee helping foreman fix broken vertical pin 3 shield foreman hit right index finger hammer cause injury safety awareness proper protective equipment glove compliance rule factor protective equipment factor miner proficiency factor mining factor,Major
employee loading track rail track car rail loaded crew needed slide rail place rail slid flipped pinched right thumb ppe factor compliance factor mining factor miner knowledge proficiency factor,Minor
injured bolting 0x1 rock fell striking employee head examination could cause ppe factor compliance factor mining factor mining proficiency factor,Minor
ee unloading beltline structure bucket scoop car lifting structure slipped pinched finger two piece structure damage impairment operation equipment ee wearing metacarpal glove factor involved,Major
bolting outer bolt completed raised stab jack went swing bolt inner roof coal fell striking back leg,Major
roof fall occurred 3rd main north belt 33 34 xcuts 03 entry fall 18 w 10 l 6 h area mined nov fall occurred due deterioration roof around existing roof bolt area supported 8 long point anchor roof bolt using 2 glue anchor shell fall blocked passage material belt,Minor
roof fall occurred main north track 43 x cut 04 entry 40 70 foot old 4 west track spur fall 30 long 20 wide 5 high area june fall occurred due deterioration immediate roof around existing roof bolt area supported 8 roof bolt resin anchored 2 expander shell plank hedder block 12 cable bolt used,Minor
employee helping longwall pulling cable felt pain left shoulder employee began losing time,Major
employee constructing permanent stopping 1 entry return 2 entry track 006 west cm section wall built 6 x 8 x 16 solid concrete block wall almost complete fell struck employee right lower leg right knee sprained,Major
employee slipped roller walking overcast striking left knee fell employee start lose time injury,Major
roof fall occurred 5 old 1st main north maple avenue,Minor
employee walking face area apply rockdust stepped hole fell mine floor falling left ankle fell bent fractured left ankle,Major
employee cutting section hose razor knife cut thumb got 5 stitch thumb,Major
employee carrying 2 bag rockdust 1 bag slipped hand landing left foot began losing time,Major
employee putting rockdusting machine back track raised rockduster track jack felt pain groin,Major
roof fall occurred cool hill 2 beltline due roof deteriorating passage time following factor accident compliance rule regulation mining equipment mining system job skill miner proficiency training attitude protective item device equipment,Minor
miner shoveling loose material along belt line felt pain lower back following factor rule regulation skill protective device equipment clothing attitude proficiency,Major
employee using pick trying free big mud ball caught grizzley bar b jig swing pick ee struck rt hand little finger side wall jig lacerating rt little finger,Minor
review recent audiogram conducted audiologist indicates ee incurred reportable hearing loss right ear ee presently working section superviso r position held excess thirteen year,Minor
holding piece steel radio antenna mount left hand turning screwdriver right hand screwdriver slipped screw left hand,Minor
employee removing table shoe spokane crusher sledge hammer sliver steel flew embedded employee forearm,Minor
employee snagged leg ground tripped fellbackwards broke left wrist,Major
cleaning loader service returned garage turn burner machine cool water cleaning concrete wand hose stuck door frame pulling wand left foot water still hot inflicting burn left outside foot,Major
plant shut working jaw crusher open using readjust toggle plate chain hit valve porta power causing release jaw shut arm injured party got jammed arm badly bruised,Major
replacing belt hazmag crusher left hand caught magnetic shield metal smashing four finger,Minor
employee stepped bucket truck twistedright ankle area foot placed,Major
ee holding jaw crusher door open went close caught hand door one holding door open,Minor
fall ground intersection occurred dimension x x conveyor belt hvac cable damaged person involved,Minor
towards end 1st shift production hoist tripped due auxiliary contactor hoist house control panel shut hoist creating evacuation due two escapeways surface mine evacuated injury problem issue corrected hoist put back service,Minor
electrical contactor failed production hoist employee evacuated issue problem diagnosed repaired hoist back service,Minor
west brake switch koepe access cage malfunctioned troubleshooting finally determined problem switch replaced mine evacuated 27 person mine injury problem third shift enter mine hoist back service approximately,Minor
employee working install wooden dividing timber production shaft employee recall specific movement incident caused pain report incident supervisor night attending physician diagnosed inguinal hernia recommends surgery repair restriction include lifting greater 25 pound,Major
employee training conveyor belt struck structure base troughing idle roller pulled hammer back contacted moving conveyor belt index finger pinched roller conveyor belt resulted laceration tip finger injury requird 13 suture,Major
cutting piece steel head fell onto head cut,Minor
going front dredge adjust micro switch digger stepped hole flooring banged shin beam bruise bump came shin make clear u going get treatment place called,Minor
ee helping install screen panel got thumb headged screen screen plate,Minor
employee lifting tugging pulling 6 water line trying connect dresser sleeve strained lower back ruptured disc,Major
ee stepping flight trying get auger machine foot slipped bruised landed ground 2 flight,Major
pulling miner cable suddenly experienced injured sharp pain low back right shoulder compliance regs rule qa factor protective item factor failure g et help moving heavy object factor,Major
roof fall 5 entry south b approx 40 l 120 w 6 high gray shale,Minor
tightening conveyor chain buggy ee put right foot rachet jumped rachet slipped jammed leg ground broke top tibia plateau right leg,Major
tightening bolt dryer drum,Minor
feeling faint stopped bottom hill set parking brake looked everything color wise went real dim turned black next thing knw coworker asking e sitting chair office,Minor
sand covered rock employee stepped,Minor
employee attempting hook boom truck shaker screen holding hook get aligned screen hook swivel picked screen swivel turned pinched right pinky finger shaker screen finger lacerated top bottom stitch needed close wound,Major
operating loader battery cable shorted hydraulic hose causing fire left outside loader causing get burnt left arm neck face,Major
employee replacing teeth 992 loader carrying one loader slipped fell hitting shoulder ground worked pain shoulder decided repaired doctor told small tear rotator cuff,Major
lunch ee went back truck saw rock tear tire jarred pick rock pulled back,Major
employee fell one observed work performed fall employee died,Major
using 4 electric grinder grind metal frame small speck metal eye found miner home later evening tried flush water went urgent care next morning wearing safety glass face shield speculate happened doc removed object prescribed ointment,Minor
operator pulled drill edge drill bench start drilling put mast turned carousel extract drill stem stem became lodged operator pulled drill allow room mechanic work drill slipped edge fell side one hurt,Minor
ongoing squeeze caused roof 7 entry fall 17 crosscut 19 crosscut area already excessively wet roof,Minor
roof fell 23 break 4 belt left hand side intersection towards 17 foot wide 6 foot high 25 foot long,Minor
ee statement tightening joint conduit 12 pipe wrench footing slipped causing body twist hurting shoulder pain shoulder rt shoulder,Major
employee strained right shoulder tightening belt structure treated hospital er returned work upon result mri test ee excused work 6 week,Major
setting hose blow filter laid hose coupler came striking mouth lip cause injury making sure coupler fully coupled compliance factor personnel protective equip factor miner attitude proficiency could factor mining factor,Minor
employee back truck stepped rock twisted right ankle cause accident lack attention miner proficiency may factor ppe company rule mining equipment factor,Major
miner cut unmapped working abandoned mine 2 crosscut right 9 left panel water flowed active working miner immediately evacuated surface water pooled outby 5 entry approximately 8 deep 32 46 crosscut flow old mine stabilized approximately 15 gpm,Minor
4 intake entry fell highwall 12 high 8 mine crushing end fan house,Minor
around pm phone call made inform ohioamerican energy small fire could seen prep plant mine superintendent safety director drove prep plant upon arrival small fire approximately 6 foot x 6 foot could seen burning coal stockpile d11 dozer utilized spread coal quickly put fire,Minor
roof fall last open cross cut 3 4 entry primary emergency escapeway partially blocking escapeway affect air one injured equipment involved area cleaned rebolted post added additional roof support,Minor
picking rock coal conveyor belt rock rolled smashed finger,Minor
scoop operator hand shoveling along rib face crosscut production hole return side piece roof approx 15 wide 4 long 10 thick fell roof bolt struck operator right shoulder dislocating shoulder,Major
roof fall found 1 west main 2 left panel 1 entry roof fall approx 55 long x 19 wide x 7 thick,Minor
fall found 2 south main 5 6 break 2 entry 1 break outby spad fall 5 6 thick x 60 long x 14 wide roof support 6 torque tension bolt,Minor
employee replacing wear plate loader strained back working restricted duty,Major
hammering bearing loader hammer glanced bearing causing arm strain,Major
injury walking belt stood walked second conveyor hitting face metal frame bridge nose injured,Major
strained muscle stomach shoveling,Major
ee waiting dump load rock another loader backed loader,Major
ee felt burning pain lower back moving piece screen cloth,Major
ee shoveling material railcar felt pain back back strained working restricted duty,Major
employee using box knife cut old blending belt knife cut right knee lost time light duty three stitch required,Minor
ee using utility knife cut belting knife slipped cut right wrist,Minor
ee picking 4 ft piece 5 help another ee loading onto vehicle ee felt pinch lower back,Minor
ee began performing blade change separator 1 removing grating separator door ee stepped separator lost balance grabbed grating hand causing grating shift fall right hand resulted laceration right middle finger required 4 suture,Minor
repetitive motion hand typing,Minor
stepped truck twisted ankle notified unti job injury per ee injury happened end work shift called onday injury ankle would work ment work related returned work 12 hour worked since,Minor
cleaning windshield haul truck holding one hand foot placed leaned foot slipped truck ladder started fall leg got caught f rom step truck twisting knee,Major
employee told treating physician work related injury diagnosis carpal tunnel left wrist medical attention sought received diagnosis reported supervisor result repetitive operation loader stated need surgery july august,Minor
ee process removing pin attache ripper frame 88 d11 dozer hydraulic wedge brought assist pin removal ee began applying pressure wedge dislodged stiking ee mouth,Minor
gun wound head,Minor
employee closing sliding warehouse door bottom door hit wooden pallet stopped abruptly sudden stop caused strain employee left shoulder incident reported employee requested medical attention time physical therapy visit began,Minor
employee traveling stairway stumbled bottom step twisted left knee caught balance,Major
employee west dredge piece metal blew right eye wearing safety glass given prescription medication making reportable accident,Minor
employee greasing conveyor belt tripped eight inch rock braced fall broke wrist,Major
ee lifting moving part shop strained lower back,Major
ee resetting steering cylinder caterpillar 773a haul truck cylinder weight shifted smashed finger cylinder frame truck causing small laceration ring finger left hand,Minor
rock fell chopping table onto foot broke two toe required four stitch,Major
getting loader felt dizzy fell inner ear infection know,Major
employee helping load shot hill picked 50 lb sack anfo reported hurting went back crusher till noon went doctor better time,Major
ee working alongside mover conveyor slipped dust covered incline trying prevent fall caught left hand forearm roller moving belt,Major
lifting pipe strained muscle left arm upper arm area,Major
ee pulling rebuilding fence found tick pulled hospitalized tick fever week later,Major
employee stepped office smoke break returning car fell onto asphalt parking lot breaking right foot note employee sure caused fall possible medical condition type footware unknown time,Major
two employee process making welding repair back skid steer loader bucket hoist cylinder continued lowering free fell forward downward employee realized bucket falling moved backward attachment ear right side bucket landed top right foot crushing three toe,Major
cutting hose used repair injured slipped cut hand utility knife using resulting 17 stitch,Major
employee performing preshift mine examination found alternate route lifeline knocked rib rock attempted pull rock repair lifeline cut finger sharp edge rock,Minor
reported supervisor hit head roof bolt,Major
driving mantrip mine hit hole dhit head roof mantrip,Major
installing roof bolt bolt wrench broke struck operater face cut lip broke 2 teeth,Major
msha issued neg finding event issued 2 event ignition concerning scsr punctured loading gob onto scar caught fire extinguished within min considered ignition disagree msha 2nd paper closing original reported abate 7284820 citation,Minor
found sun night 3rd shift roof fall 3 west 5 entry 9 intake airway 30 w x 50 l x 12 thick area slip last fall 5 entry area dangered,Minor
employee reported injury miss work still hurting went doctor employee stepped check curtain twisted right knee,Major
preparing block fairchild scoop crib caught finger crib stacking crib,Major
employee turning stone chopper smashed thumb rock chopper teeth thumb split open rock,Minor
refueling stepping ladder loader felt pain behind slightly underneath left knee,Major
reported medical doctor stacking rock pallet injured lifting rock felt something back pull went doctor gave prescription back pain lost time injury injured take time due death family,Minor
employee pulling 10 ton chain hoist across floor shop hurt back shop floor dry excessive pot hole loose material employee pulled chain hoist aprox 10 foot hurting back employee stated gave one last pull felt lot pain back,Major
exiting cab reached release door lost balance falling injured right knee,Major
using pry bar trying remove piece steel two piece steel pry bar slipped steel piece fell thumb,Minor
victim another person fell ill disoriented taken immediately hospital arrived hospital within 20 minute diagnosis global amnesia condition unrelated workplace according attending physician,Minor
worker walking slick surface slipped srained back,Major
climbing loader cement block slipped cut left shin edge cement block,Minor
loading roll petra matt onto ripper dozer employee felt strain back left arm,Major
stepping rock falling,Major
slipped ladder frame twisting knee twisted step stoop turned emp room,Major
employee operating front end loader clear rock haul road reported brake end dump malfunctioned traveled haul causing end dump hit front side loader loader sustained moderate damage loader operator soreness back,Major
dumping quarry rock stockpile lower level material hung one side truck bed causing truck bed list passenger side driver attempted put box ram b ind continued creating list causing lower pin ram break overturn bed truck cab turn onto side truck bed ee banged elbow pto column cr,Major
walking crusher pad slipped fell pulling muscle right leg,Major
packing baghouse product packaging machine worker bumped right elbow machine,Major
climbing flight stair worker reached handrail twisted back,Minor
employee inside control room took hard hat perlite went right eye,Minor
employee operating excavator unstable ground wet material gave way causing machine tip,Major
employee unplugging reject chute steel bar material broke loose causing lose balance fell approximately 6 foot fracturing right ankle,Major
due unusual weather condition stream overflowed bank electrical mechanical equipment 4 grade underwater incoming power appropriate lockout procedure adhered,Minor
employee maintenance drag chain removing return idler end lodged drive sprocket employee turned ninety degree weight supported hand steel plate felt pull lower back,Major
sweeping ground floor mill walking east side 6 mill employee slipped clinker employee walked clean dirty area,Major
cat 980 g loader bumped back fully loaded articulated haul truck employee running haul experiencing stiffness neck damage either piece equipment,Minor
injured carrying drinking water container three stair control room lost footing occurred employee request medical attention,Major
